id	name	description	exercise_type	catalogId	default_sets	default_reps	default_duration	rep_duration_seconds	is_favorite	has_video	muscle_groups	tags	benefits	limitations	best_timing	suggested_combinations	notes	exercise_references
seated-neck-tap	Seated Neck Tap	Sit upright. Tilt your head to one side and gently tap the side of your neck (just below ear) with your fingertips. Repeat on the other side. (This combines a light stretch with tapping massage.)	repetition-based	general-fitness	1	8			FALSE	TRUE	flexibility\tneck	equipment:bodyweight\tcategory:flexibility\tneck\tmobility\trelaxation	"Helps relieve tension in the neck muscles (especially upper trapezius and sternocleidomastoid) by combining a gentle stretch (tilting head) with light percussive massage (tapping). The tapping increases blood flow and can encourage the tight muscles to relax. This can improve neck mobility (side-bending range) and reduce feelings of stiffness or stress-related tightness in the neck and shoulders. It's a simple exercise that promotes relaxation and can be done anywhere	 making it useful for quick relief from desk work stiffness or anxiety-related neck tension."	"Perform the movement gently – the neck is sensitive	 so the tilt should be mild (just until a stretch is felt) and the taps should be light finger taps	 not slaps. Avoid tapping directly on the spine or front of throat – stick to the side muscles. Keep shoulders down while tilting to avoid shrugging and getting less of a stretch. If you have a serious neck condition (like a pinched nerve or cervical spine injury)	 do not perform without medical advice. Breathe slowly as you do it	 since it's as much about relaxation as mobility. If any pain (beyond mild discomfort/stretch) occurs	 stop the movement."	"Perfect as a micro-break exercise during long periods of sitting	 reading	 or computer work. Can be done in the morning or evening to ease neck muscle tone	 or as part of a cool-down after workouts that involve the neck/shoulders (like boxing	 swimming	 etc.). It's gentle enough for daily use – even multiple times a day. One might do 5-10 taps per side	 repeating the sequence 1-3 times. Often paired with other neck stretches (like turning or nodding motions) in a quick neck-relief routine."	neck-rolls\tshoulder-shrugs	"Sit tall and drop your right ear toward your right shoulder (without lifting the shoulder). With your right hand	 you can tap along the left side of your neck (the stretched side) using your fingertips – think of drumming lightly. Do this for a few seconds while breathing deeply	 then slowly raise your head and repeat on the other side. The tapping should feel pleasant	 not harsh; imagine you're lightly playing a piano on your neck. You can experiment with tapping with finger pads vs. fingertips to see what feels best. Often	 people feel immediate relief or warmth in the area from the increased circulation."	Healthline – Neck Stretches and Tension Relief; https://www.healthline.com/health/neck-exercises (includes gentle neck movements and self-massage tips)
elbow-flexion	Elbow - Flexion (Articulations)	"Stand or sit with one arm extended forward	 palm up. Bend the elbow	 bringing palm toward shoulder (like a biceps curl with no weight)	 then straighten arm. Repeat slowly."	repetition-based	general-fitness	1	10			FALSE	TRUE	mobility\tbiceps	equipment:bodyweight\tcategory:flexibility\tjoint-mobility\twarm-up	"Maintains and improves range of motion in the elbow joint by repeatedly bending and straightening it. Gently engages the biceps and brachialis without weight	 promoting synovial fluid movement and blood flow in the elbow. Regular elbow articulations can help prevent stiffness	 especially important if you've been immobilized or after long periods of desk work. It's useful as a warm-up before resistance exercises (like curls or push-ups) to 'grease' the elbow joint. Also valuable in rehabilitation to restore normal elbow movement post-injury. Overall	 it primes the elbow for activity and can help detect any soreness or tightness before loading the joint."	"Move through a pain-free range: if you have an injury or arthritis and full flexion/extension hurts	 only go as far as comfortable. Don't force the elbow to fully lock out if it causes hyperextension discomfort; just straighten to normal. Keep shoulder relaxed; only the forearm should move (avoid swinging your whole arm). Because it's easy	 some might go very fast – but control is better to actually warm the joint. Those with very loose joints should avoid snapping the elbow straight to prevent overstretching. Breathe normally and don't hold your breath (people sometimes do even in simple moves)."	"Use in warm-ups especially if you're about to do arm-intensive exercises (like weightlifting for biceps/triceps	 or sports like tennis). Also good in the morning or during breaks to gently move the joints. Typically done for 10-15 repetitions per arm	 possibly for 1-2 sets. Since it's very low intensity	 it can be done daily. In rehabilitation contexts	 a physical therapist might recommend multiple short sets throughout the day to regain range. As a simple mobility drill	 doing it every other day or so as part of a full-body joint routine is fine too."	arm-circles\twrist-circles	"Keep the upper arm fairly still (imagine your elbow is pinned at your side even if arm is forward) so that the hinge of the elbow is doing the work. You can support that by placing your opposite hand under your upper arm. Smoothly bend (imagine flexing to show your biceps) then smoothly extend. You can rotate your palm down as you extend (pronate) and palm up as you flex (supinate) to engage different forearm muscles too. This is essentially a pretend light dumbbell curl – treat it as such and focus on the elbow's movement quality. If doing both arms simultaneously	 keep them symmetrical for coordination."	American Academy of Orthopaedic Surgeons – Elbow Range of Motion Exercises; https://orthoinfo.aaos.org (guidelines on gentle elbow flexion/extension movements for mobility)
side-kick-burpee	Side Kick Burpee	"Do a standard burpee (squat down	 jump to plank	 push-up optional	 jump feet back in) and as you stand up	 throw a side kick with one leg. Alternate the kicking leg each burpee."	repetition-based	general-fitness	2	8			FALSE	TRUE	quads\tglutes\tshoulders\tcore	equipment:bodyweight\tcategory:cardio\tfull-body\tHIIT\tplyometric	"Combines the full-body conditioning of a burpee with a martial-arts-style side kick for added leg power and lateral core engagement. Great for cardiovascular endurance and calorie burn	 as burpees elevate heart rate rapidly. The side kick specifically works the hip abductors (glute medius)	 quads	 and core (for stability during the kick) while also improving balance and agility. This move increases functional strength by training explosive leg power in the kick and total-body coordination. It's a high-intensity exercise that develops athleticism (the ability to go from ground to jumping to kicking) and can spice up a burpee routine by adding variety and an extra challenge to the legs and core."	"High-intensity and complex: ensure you can do burpees with good form and have basic kicking technique before combining. When kicking	 don't lock your knee at full extension – extend it forcefully but under control to avoid joint strain. Pivot on the supporting foot and lean slightly away when kicking for balance (like proper kick technique). Those with knee or ankle issues should step back instead of jump back in the burpee and perform a low chamber kick rather than explosive high kick. Do not sacrifice form for speed; a sloppy kick or burpee can lead to injury. If space is an issue	 be very mindful of your surroundings when kicking. As this is plyometric	 make sure you're warmed up and land softly in each phase to protect joints."	"Use in high-intensity circuits or martial-arts-themed conditioning. It can be part of a HIIT round (e.g.	 AMRAP of side-kick burpees for 30 seconds	 then rest). Because it's very taxing	 it's usually done for short durations or low reps (e.g.	 5-10 per side in a set). It's not typically done every day; 1-2 times a week in a HIIT session is plenty for most. If included in a bootcamp class	 it might be one of the toughest stations. Place it when you have enough energy to maintain good kick form (perhaps early-mid workout). Always follow it with a bit of rest or a lower intensity station to recover."	jumping-jacks\tmountain-climbers	"Focus on a proper side kick: after coming up from the burpee	 chamber your knee	 then snap the kick out to the side (aim hip height or higher if flexible)	 striking with your heel. Retract the kick with control. As soon as the kick is retracted	 smoothly go back down into the next burpee. Try to alternate sides fluidly: e.g.	 burpee then right kick	 next burpee then left kick. Breathe out sharply when kicking (like martial artists do). If you get winded	 pause rather than doing half-hearted kicks. Quality burpee (with a straight-body plank and solid jump) plus a sharp kick each time beats doing double the number poorly."	SELF Magazine – Cardio Kickboxing Moves; https://www.self.com (features burpee-kick combos in a kickboxing circuit)
butterfly-pull-up	Butterfly Pull-up	"Hang from a pull-up bar and perform kipping pull-ups with a continuous circular motion (the 'butterfly' technique)	 allowing for faster	 cyclic reps using hip momentum."	repetition-based	general-fitness	3	8		1.0	FALSE	TRUE	lats\tbiceps\tupper-back\tcore	equipment:pull-up-bar\tcategory:strength\tupper-body\tarms\tcrossfit	"Allows faster cycling of pull-ups	 useful in CrossFit-style workouts to achieve more reps quickly. Primarily still works the latissimus dorsi	 biceps	 and upper back like a pull-up	 but by using a cyclic kip	 it also heavily engages the core and hip flexors to generate momentum. The benefit is improved muscular endurance and grip endurance – you can do more pull-ups before fatigue by distributing effort. It also trains coordination and rhythm. While not as strict-strength-building as dead-hangs	 butterfly pull-ups build a kind of functional stamina and teach efficient body movement. They are particularly useful for competitive fitness scenarios where economy of motion is key. Over time	 practitioners develop better grip strength	 aerobic capacity in upper body	 and efficient kip timing."	"This is an advanced technique and should be learned only after mastering strict and kipping pull-ups – attempting butterfly pull-ups without sufficient strength or technique can lead to injury (hands tears	 shoulder strain). Form is crucial: a poor butterfly can stress the shoulders. Make sure to maintain an active shoulder (don't fully relax at bottom) to protect joints. Use chalk or grips to prevent hand tears when practicing lots of reps. Stop when grip fails – falling off the bar is a risk if you push too far. Shoulders should move in a controlled circular path; if you feel a jolt or catch	 reset. People with any shoulder impingement or instability should avoid high-rep kipping to prevent aggravation."	"This move is specific to CrossFit/competitive settings – typically used in WODs (Workouts of the Day) when large volumes of pull-ups are required. You'd include them in a workout where the goal is max reps or speed	 not usually in a strict strength phase. Frequency depends on programming; some might practice a few sets a couple times a week to refine technique	 while competitors will do them whenever the WOD calls for it. Always include warm-up and mobility work for shoulders beforehand. After doing butterfly pull-ups in a workout	 allow recovery (since high-rep pull-ups can cause soreness or even rhabdo if overdone)."	kipping-pull-up\ttoes-to-bar	"Focus on keeping a hollow-body to arch kip rhythm: as you cycle through	 push the bar away at the top and pull through at the bottom to maintain momentum. The motion should be smooth and cyclic	 like pedaling backward on a bike. Keep your gaze neutral (some look forward at bar). Practicing small sets (e.g.	 3-5) to get the feel is better than trying a huge set initially. Grip the bar firmly but not death-grip to save forearms. Exhale on each pull	 inhale as you fall through. If you start to lose rhythm	 drop off	 shake out	 and re-set rather than flailing – flailing can stress shoulders. Butterfly pull-ups are about finesse	 not brute force."	"CrossFit Journal – Butterfly Pull-up Technique; (covers efficiency and mechanics of the butterfly kip) – *CrossFit Journal article by Chris Spealler	 2008* (no direct link here	 but widely cited in CrossFit community)."
front-scoops	Front Scoops	"Stand with one leg forward (heel on ground	 toes up). Hinge at the hips and 'scoop' your arms down toward that foot	 feeling a hamstring stretch	 then rise and switch legs moving forward (dynamic hamstring stretch)."	repetition-based	general-fitness	1	10			FALSE	TRUE	flexibility\thamstrings\tcalves	equipment:bodyweight\tcategory:flexibility\tdynamic-stretch\twarm-up	"A dynamic hamstring stretch often used in warm-ups to loosen the posterior chain. By 'scooping' down with arms	 you actively stretch the hamstrings and calves of the front leg in a controlled motion	 while also engaging the lower back and core to stabilize. It improves hamstring flexibility and prepares the muscles for exercise by mimicking the motion of a shallow toe-touch in motion. Also raises body temperature slightly and reinforces good hinging form (hips back	 flat back). Regularly doing front scoops can increase your range of motion in hamstrings	 aiding performance in running	 kicking	 and bending movements and helping prevent hamstring pulls	 especially when done prior to activity."	"Keep the movement flowing; avoid bouncing aggressively at the bottom to prevent muscle strain. Your reach should go until you feel a stretch in the hamstring – you don't actually have to touch your toes or the ground if you're not flexible enough. Ensure your front knee is slightly bent (not locked) to protect it and to focus stretch on muscle	 not just tendon. Maintain a flat back during the scoop (don't round excessively) to distribute stretch and avoid lower back strain. People with existing hamstring injuries should do this very gently or stick to static stretches until healed	 as the dynamic nature could aggravate a not-yet-healed tear. Shoes with good support or doing it on even ground is recommended to prevent slips during the transition of legs."	"Best employed as part of a dynamic warm-up	 particularly before running	 sports	 or leg workouts. Typically included after some light cardio	 performing ~10 scoops (5 each leg alternating). It can be done for a couple sets if hamstrings are very tight. It's not usually done during a workout (since it's a stretch)	 but could be repeated in a cool-down at a slower pace. Frequency can be every workout day or daily if needed for flexibility – it's low strain. Especially useful in the morning or after long sitting to stretch hamstrings dynamically."	walking-lunges\tleg-swings	"Stand tall at the start	 then as you step forward with your heel down	 push your hips back and sweep your arms down as if trying to scoop under your toes. Keep your front leg fairly straight (slight bend) and back leg straight. You should feel a stretch but not pain. Rise up and step the back leg forward into the next scoop. Coordinate breath: exhale when scooping down	 inhale as you come up. Keep movements smooth and continuous	 like a gentle pendulum. If balance is an issue	 do them in place by alternating feet forward without traveling forward. Over time	 try to reach a bit further as flexibility improves."	"U.S. Track & Field Dynamic Warm-up – 'Scoops'; common drill recommended by coaches (e.g.	 at running clinics	 front scoops are demonstrated as ideal hamstring warm-up)"
shoulder-flexion	Shoulder - Flexion (Articulations)	"Stand or sit with arms at your sides. Keeping arms straight	 raise them forward and up above your head (palms facing in) as far as comfortable	 then lower back down. Repeat slowly."	repetition-based	general-fitness	1	10			FALSE	TRUE	shoulders\tmobility	equipment:bodyweight\tcategory:flexibility\tshoulder-mobility\twarm-up	"Helps maintain and improve overhead range of motion by moving the shoulders through full flexion (overhead reach). It warms up the shoulder joint and lightly engages the front deltoids and traps without weight. This can improve posture (many people are tight and struggle to fully raise arms) and prepare the shoulders for exercises or daily tasks involving reaching up. Regular shoulder flexion movements can prevent stiffness from desk work and reduce risk of shoulder impingements by keeping the joint mobile and muscles balanced. Also	 by actively raising arms	 you're activating the serratus anterior and trapezius in their upward rotation function	 which can improve shoulder blade mobility and stability."	"Perform the raises in a pain-free range; if you feel pinching as arms near ears	 only go to just before that point – don't force through sharp pain. Avoid arching your lower back as you lift – keep core engaged to isolate the movement to your shoulders. Keep movements slow and smooth; this isn't about swinging the arms. If you have a shoulder injury or very limited range	 you might do this lying down (on back) initially or with one arm at a time to focus. Also ensure you're not shrugging excessively – let shoulder blades rotate naturally but not up into ears too much. Breathe normally and avoid holding breath as you concentrate."	Use as part of a warm-up routine (especially before upper-body or shoulder workouts) to ensure the shoulders are ready for overhead motions. Also good as a quick break activity if you've been slumped forward to open up shoulders. Frequency can be daily; it's gentle mobility. Typically 1-2 sets of 10 controlled reps is sufficient in a warm-up. It might also be used in rehab settings where you'd do multiple sets spaced out through the day to reclaim range of motion. It's appropriate to do after workouts too as part of cool-down mobility to reinforce range.	shoulder-circles\twall-slides	"Stand with good posture (ears	 shoulders	 hips aligned). As you lift your arms	 keep thumbs pointing forward or slightly out (some prefer palms facing each other) – this externally rotates slightly and can be more comfortable. Think about keeping your ribs down (to prevent back arch). Raise until biceps are by your ears (or as far as you can without pain). Then return them down to your sides. You can inhale as arms go up	 exhale as they go down. If doing one arm at a time	 you can place the other hand on your ribcage to monitor that it's not flaring. Smooth motion is key. Over weeks	 you may find you can reach a bit further pain-free if you were tight."	Mayo Clinic – Shoulder Stretching/Flexibility; https://www.mayoclinic.org/healthy-lifestyle (demonstrates overhead arm raises for shoulder mobility in various resources – often recommended in desk stretch guides).
shoulder-transverse-flexion	Shoulder - Transverse Flexion (Articulations)	"Stand with arms out to sides at shoulder height (like a T). Keep arms straight and bring them forward and together in front of you (like giving a hug)	 then return to the T. Alternate which arm is on top each time."	repetition-based	general-fitness	1	10			FALSE	TRUE	chest\tshoulders\tmobility	equipment:bodyweight\tcategory:flexibility\tshoulder-mobility\tchest	"Improves horizontal adduction flexibility of the shoulders and stretches the upper back. By opening and closing the arms (like a hug)	 you activate and stretch the pectoral muscles when arms are back	 and stretch the rhomboids and rear delts when arms come forward. This helps maintain shoulder joint mobility in the transverse plane	 which is important for healthy shoulders and posture. It can reduce tightness in the chest and front of shoulders (which often pull shoulders forward) and alleviate mild upper back tension by expanding those muscles. It's a gentle dynamic chest opener and upper back stretch that also mildly warms up the shoulder joints and muscles."	"Keep the movement controlled and avoid jerking your arms. When bringing arms back to the T	 don't force them too far past your body line – you should feel a mild stretch in the chest	 but not strain. If you have shoulder injuries or a history of dislocations	 be cautious about the extreme end-ranges (especially the open T position); keep it within comfort. Ensure arms stay at shoulder height – not drooping – to target the right areas. Also avoid shrugging. If any shoulder impingement symptoms occur (like a pinch when arms forward)	 limit how far you cross them. Maintain an upright posture; don't let the chest collapse when arms come forward."	"Use as a warm-up or mobility drill	 especially before upper body workouts (prepping the shoulders and chest for pressing or throwing motions). Also great as a quick stretch during work or after workouts to keep shoulders loose. It's gentle enough to do daily. Typically 10 controlled reps (alternating top arm) is sufficient as part of a warm-up	 maybe for 1-2 sets. For cool-down	 similarly 1-2 sets to loosen up. It's commonly combined with arm circles and other shoulder mobility moves for a comprehensive routine."	pec-stretch\tband-pull-aparts	"Stand tall	 arms at shoulder height out to sides. When you cross in front	 alternate which arm goes over/under the other to evenly mobilize both shoulders. Think of it as giving yourself a hug – each time try to reach a little further around your back (but without straining). Then open back up until you feel a gentle stretch across your chest; imagine pinching a pencil between your shoulder blades when fully open. Breathe in as you open	 breathe out as you hug (this can help deepen the stretch). Keep your head neutral and avoid jutting chin forward during the hug motion. Smooth rhythmical motion is the goal	 not a static hold (though you can pause briefly in each position if it feels good)."	Physiopedia – Shoulder Mobility Drills; https://www.physio-pedia.com (lists horizontal arm swings/hugs as a way to increase shoulder flexibility and warm up the shoulder girdle).
forearm-supination	Forearm - Supination (Articulations)	"Stand or sit with elbows bent 90° at your sides	 forearms extended forward. Rotate your forearms to turn palms up (supination) then palms down (pronation). Repeat."	repetition-based	general-fitness	1	10			FALSE	TRUE	forearms\tmobility	equipment:bodyweight\tcategory:flexibility\tforearm\tmobility\trehab	"Enhances rotational mobility of the forearm (the radius and ulna twisting). Helps prevent stiffness in movements like turning a doorknob or screwdriver by working the pronator and supinator muscles in a gentle manner. It can improve overall forearm flexibility and can aid in rehab for elbow or forearm injuries by restoring normal pronation/supination range. Also warms up the wrist and elbow joints through the associated movement. Regular practice can reduce tension for those who do repetitive motions (like typing or wrenching) by moving joints through their full range	 potentially decreasing risk of overuse injuries. It's a simple drill to keep the forearms and wrists agile and blood flowing through those smaller muscles."	"Only rotate as far as comfortable – some people have more range. Avoid forcing your hands palm-up if your flexibility stops before fully up; with consistent practice range will improve. Keep elbows at your sides to isolate the movement to the forearm; if elbows drift	 you're involving the shoulder. If you have existing forearm tendinitis (golfer/tennis elbow)	 do this motion slowly; fast rotation can sometimes irritate it. Breathe normally and relax your hands (no need to clench fists). If any pain (not just tightness) occurs	 shorten the range or stop – some injuries may require more gentle or assisted movements at first."	"This articulation is great in warm-ups (for example	 before weightlifting moves that require supination like biceps curls	 or sports like badminton/tennis) and during breaks from repetitive tasks. In rehab	 it might be done multiple times a day in very low intensity sets to regain movement. For general use	 doing 1-2 sets of 10-15 rotations each way during your workout warm-up or morning stretch routine is plenty. It can be done daily as part of a joint mobility routine since it's not strenuous."	wrist-circles\telbow-articulations	"Keep upper arms glued to your ribs and imagine a rod through your forearm that you're rotating. Turn palms up (supination) as much as possible (trying to get pinky side of hand toward the outside)	 then turn palms down (pronation) as if pouring something out. Go smoothly back and forth. You can hold a light object like a pen or stick in your hands as a reference – you'll see it rotate which might help gauge range. Aim to have your palms face completely up and down; if not	 just go to your end points and gradually that may increase. Remember: it's not about speed; it's about reaching the end ranges gently. This can also be done with elbows straight out in front for a different feel	 but bent is usually more comfortable to start."	Physiotherapy Exercises – Forearm Rotation; https://www.physiotherapyexercises.com (suggests supination/pronation exercises for elbow and forearm rehab/mobility).
brachialis-pull-up	Brachialis Pull-up	"Hang from a bar with an underhand (chin-up) grip at shoulder-width. Pull up until chin is over bar	 focusing on the tension in your arms	 then lower down. (A narrow underhand pull-up targeting brachialis.)"	repetition-based	general-fitness	3	6			FALSE	TRUE	lats\tbiceps	equipment:pull-up-bar\tcategory:strength\tupper-body\tarms\tpull-up	"Emphasizes the brachialis muscle (deep elbow flexor) due to the underhand close grip	 while still working the lats and biceps like a standard chin-up. By using a moderate shoulder-width supinated grip	 it shifts more load to the arms (brachialis and biceps) and slightly less to the broad back muscles	 making it great for arm strength and development. Strong brachialis adds to overall pulling power and arm size (it lies under the biceps and can push them up). Still	 it engages the lats and middle back significantly	 contributing to upper-body strength. Overall	 this variation can improve your chin-up numbers and pulling endurance	 and place extra stimulus on the arms for hypertrophy."	"As with any pull-up	 use full range of motion – but avoid fully locking out and relaxing at the bottom as that can strain elbows; keep shoulders engaged. An underhand grip can put more pressure on wrists – ensure wrists are warmed up and you grip the bar firmly. Those with wrist or elbow tendinitis might prefer a neutral grip instead to reduce strain. Do not swing or kip; keep it strict to really hit the brachialis. If you can’t complete a rep with good form	 use a band or assist until stronger – don't strain and risk a tendon injury by forcing reps. Also	 avoid flaring elbows out; keep them pointing forward to target arms more and protect shoulders."	"Use in upper-body or arm-focused workouts	 typically in the middle or towards the end (since compound back moves might come first). You might do 2-4 sets of 4-8 reps with added weight (if strong enough) or bodyweight for hypertrophy. Training frequency can be 1-2 times a week	 similar to other pull-up variations	 allowing rest for the arms. It's a good alternative to standard chin-ups for an “arm day” or included on back day as a finisher to really cook the biceps. Ensure at least a couple days of rest before/after heavy biceps work when including these	 to avoid overuse."	chin-ups\tneutral-grip-pull-ups	"Use a shoulder-width grip (not as narrow as possible	 which is a different variation) – this alignment will hit brachialis well while being easier on wrists than ultra-narrow. Imagine pulling with your elbows – driving them down and back – to engage arms and back together. Squeeze at the top for a second to maximize tension on the arms	 then lower slowly (around 2 seconds down) to increase brachialis time under tension. Keep chest up and shoulders away from ears (do not shrug as you pull). If your grip gives out before your arms	 consider straps to allow brachialis to reach fatigue. Always balance these with some neutral or pronated grip pulls in your program to keep elbows healthy."	"Strength Training Anatomy (3rd Ed.) – Frédéric Delavier; (illustrates how underhand chin-ups target brachialis and biceps – reference text	 no URL) – emphasizes brachialis involvement in chin-ups."
brachialis-narrow-pull-up	Brachialis Narrow Pull-ups	"Hang from a bar with a very close underhand grip (hands only a few inches apart). Pull up until chin is over bar	 then lower. (An extreme close-grip chin-up emphasizing arms.)"	repetition-based	general-fitness	3	6			FALSE	TRUE	lats\tbiceps	equipment:pull-up-bar\tcategory:strength\tupper-body\tarms\tnarrow-grip	"The extremely narrow	 supinated grip shifts the pull-up focus even more to the elbow flexors (brachialis and biceps)	 while still engaging the lats. This intense arm positioning can heighten brachialis activation due to mechanical disadvantage of lats in that position. It’s great for targeting the inner portion of the biceps and brachialis for strength and hypertrophy. You’ll also involve the forearms heavily (for grip and supination effort). Overall it builds upper-body pulling strength	 but is often used as an arm specialization exercise. It can also highlight any left-right strength imbalances if one arm tends to dominate in the close grip. Building strength here can carry over to stronger standard pull-ups and improve arm muscularity."	"The close hand position can be stressful on wrists – ensure a thorough warm-up and don't force the hands too close if it causes pain; a gap of 4-6 inches between index fingers is a common compromise. Elbows will naturally flare a bit at the top; that's okay	 but start the pull keeping them forward. Avoid momentum or kipping	 especially because the narrow base makes shoulders vulnerable to twisting if you swing. If you feel any inside elbow pain (tendons)	 stop – this grip can aggravate tendinitis if overdone. Start with low reps to adapt the joints. Use assistance if you cannot do at least ~5 clean reps to avoid straining with poor form. As always	 shoulder blades should move smoothly (retract at top	 protract at bottom) – don't lock them out sloppily."	"Use sparingly in training – maybe at the end of back/biceps workout for 2-3 sets of as many quality reps as possible (which might be low). Frequency 1x/week is enough for most	 as it's quite specific and can be strenuous on tendons. It's a nice variation for advanced trainees looking to max out arm work; beginners are better off with slightly wider chins. If included	 ensure other pull-up variations in the program to vary grip stress. It's not typically done weighted because the close position is already hard; focus on bodyweight and higher rep ranges (8-12) if possible for hypertrophy benefit	 with strict form."	close-grip-lat-pulldown\tpreacher-curls	"Keep your hands supinated (palms facing you) and literally almost touching on the bar. From a dead hang (but active shoulders)	 initiate by pulling shoulder blades down	 then bend elbows driving them straight down until your chin clears. Because hands are so close	 you'll feel your biceps squashed a bit – that's normal. Squeeze at the top	 then lower until arms are nearly straight (don't relax fully). If your wrists feel awkward	 try wrapping your thumbs the same side as fingers (false grip) to relieve strain. Breathe out on the way up	 in on the way down. If you start to fatigue and lean to one side	 end the set – that indicates one arm is taking over	 which you don't want. Over time	 this move can put size on your arms	 but it must be done with patience and good form to avoid strain."	BetterMe – Pull-Up Variations; https://betterme.world/articles/pull-ups-muscles-worked (mentions close-grip chin-ups for biceps emphasis)
prayer-push	Prayer Push	"Stand or sit upright. Press your palms together in front of your chest (prayer position). Push them firmly against each other and slowly raise them overhead while maintaining pressure	 then return to chest level. This engages chest isometrically."	repetition-based	general-fitness	2	10			FALSE	TRUE	chest\tshoulders\ttriceps	equipment:bodyweight\tcategory:strength\tchest\tisometric\tno-equipment	"Primarily provides an isometric contraction for the chest (pectorals) and front shoulders by pressing the palms together. It helps activate and strengthen the chest muscles without any equipment – useful for beginners or as an activation drill. Overhead movement adds a bit of shoulder mobility and engages shoulder stabilizers and triceps lightly. While it won't replace heavy presses for maximal strength	 it can improve mind-muscle connection in the chest	 and for some can modestly increase chest endurance and tone when performed for time or high reps. It's also a safe way for those with certain injuries (who can't do push-ups or weights) to maintain some chest engagement. Additionally	 it can stretch the chest slightly at the top range (if elbows go out) and might aid in maintaining shoulder flexibility."	"Because it's isometric	 be mindful of breath – do not hold your breath the entire time you're pressing your palms; breathe continuously to avoid a blood pressure spike. Keep shoulders down (don't shrug) while pressing to focus tension on chest. If you have wrist issues	 pressing palms can be uncomfortable – you can instead interlock fingers and press palms of fingers and heels of hands together	 or even do it with fists. Those with very high blood pressure or prone to headaches should not push extremely hard for long durations	 as isometric strain can elevate BP. Press firm but not to the point of joint pain in wrists or excessive tremor – a moderate 70-80% effort sustained is fine. If any shoulder pain when raising arms	 limit the overhead part and just press at chest level."	"Often used as a finisher at the end of a chest workout or as an at-home exercise when no weights are available. Can be done daily since it's low strain – some do it as part of a morning routine or desk exercise to engage chest muscles. To build endurance	 you might hold each press for 5-10 seconds or do slow raises for 8-15 reps. As part of a circuit	 you might do 30-60 second bouts of pressing. It's also a good warm-up for chest before heavier exercises (activating pecs). Given its nature	 incorporate variety (angles of pressing) if used frequently to ensure balanced muscle engagement."	wall-push-up\tchest-stretch	"Stand tall and press your palms like you're trying to squeeze something between them – you should feel your chest tighten. Move your hands upward slowly (maybe a count of 3-4 seconds up) while maintaining that pressure	 then back down. Ensure elbows stay relatively out (not drooping down completely) to keep pecs engaged. You can adjust hand position slightly (higher or lower on chest) to feel different areas of the chest. Exhale as you press and lift	 inhale as you bring hands down (still pressing). If you want a different stimulus	 you can also do pulses: press-release quickly for reps	 but continuous pressure is more effective for time-under-tension. Remember this is about connecting with the chest muscles – focus on the squeeze more than the movement."	BodBot – Prayer Push Guide; https://www.bodbot.com/Exercises/1090/Prayer-push
lying-prone-w-to-y	Lying Prone W to Y	"Lie face down with arms bent	 elbows by sides (W shape). Lift chest slightly and raise arms off floor	 then extend arms forward into Y position overhead. Return arms to W and lower."	repetition-based	general-fitness	2	10			FALSE	TRUE	upper-back\tshoulders	equipment:bodyweight\tcategory:strength\tupper-back\tposture	"Strengthens the mid/lower trapezius and rhomboids by squeezing shoulder blades in the W position	 then the lower traps and shoulders by reaching into the Y. Excellent for improving posture and counteracting rounded shoulders by activating the back muscles that pull the shoulder blades down and back. Also strengthens the rear deltoids and rotator cuff stabilizers. It improves shoulder blade mobility and stability	 aiding overhead movements. As a bodyweight exercise	 it's low-load and focuses on endurance and coordination of the upper back muscles	 which can help alleviate neck and shoulder tension caused by slouching. Overall	 it's great for scapular stability and posture correction."	"Keep the movements small and controlled – don't swing your arms. If you have limited shoulder range	 your Y might not touch the floor; that's okay	 just lift as high as comfortable. Focus on squeezing shoulder blades (pinch in W	 then rotate arms up to Y). Those with shoulder impingement should be cautious; if lifting arms overhead causes pain	 limit how far you go into the Y or just work the W pulls until strength improves. Keep your chin tucked (looking at floor) to avoid neck strain. If lower back feels strained lifting chest	 you can keep chest on floor and just move arms; as strength increases	 a slight chest raise will add more benefit. Quality is key – better to do fewer reps with correct muscle activation than many cheating reps."	"Include in upper-body or back workouts	 or as part of prehab/rehab routine. Often done for 2-3 sets of 8-12 slow reps	 focusing on the contraction. It's ideal near the end of a workout (after bigger pulls) to really zero in on postural muscles	 or at the very beginning as activation for those muscles before heavy lifting. Can be performed 3-4 times a week since it's bodyweight and low intensity (even daily if posture is a big issue	 but then keep volume low to avoid fatigue). Many people use it in a warm-up for overhead presses or as part of a yoga/Pilates routine for shoulder health."	face-pulls\tband-pull-aparts	"At the W	 think of pulling your shoulder blades into your back pockets (down and together)	 with elbows at about 45° from your body. Then	 as you transition to Y	 keep shoulder blades engaged and raise arms overhead in a Y shape (about 30° out from ears). Focus on not shrugging – the movement comes from the mid-back	 not the neck. Imagine you're making a snow angel but in prone position and only going from W to Y. Move slowly – perhaps 2 seconds to extend to Y	 2 seconds back to W. If it gets too easy	 you can hold light weights (<2-3 lbs) or wear wrist weights	 but generally bodyweight is enough when done correctly. Breathe steadily; exhale as you lift into Y	 inhale returning to W."	Catalyst Athletics – Prone W to Y Drill; https://www.catalystathletics.com (Greg Everett demonstration; exercise shown to improve scapular stability)
